kpi,municipality_id,year,count,gender,value,municipality,municipality_type
N15424,1427,2006,1,T,88.9,Sotenäs,K
N15424,1427,2007,1,K,100,Sotenäs,K
N15424,1427,2007,1,M,100,Sotenäs,K
N15424,1427,2007,1,T,95.7,Sotenäs,K
N15424,1427,2008,1,K,91,Sotenäs,K
N15424,1427,2008,1,M,91,Sotenäs,K
N15424,1427,2008,1,T,91,Sotenäs,K
N15424,1427,2009,1,K,100,Sotenäs,K
N15424,1427,2009,1,M,86,Sotenäs,K
N15424,1427,2009,1,T,88.9,Sotenäs,K
N15424,1427,2010,1,K,100,Sotenäs,K
N15424,1427,2010,1,M,100,Sotenäs,K
N15424,1427,2010,1,T,93.6,Sotenäs,K
N15424,1427,2011,1,K,100,Sotenäs,K
N15424,1427,2011,1,M,95,Sotenäs,K
N15424,1427,2011,1,T,95,Sotenäs,K
N15424,1427,2012,1,K,88.6,Sotenäs,K
N15424,1427,2012,1,M,88.5,Sotenäs,K
N15424,1427,2012,1,T,88.5,Sotenäs,K
N15424,1427,2013,1,K,95,Sotenäs,K
N15424,1427,2013,1,M,95,Sotenäs,K
N15424,1427,2013,1,T,94.1,Sotenäs,K
N15424,1427,2014,1,K,95,Sotenäs,K
N15424,1427,2014,1,M,95,Sotenäs,K
N15424,1427,2014,1,T,95,Sotenäs,K
N15424,1427,2015,1,K,95,Sotenäs,K
N15424,1427,2015,1,M,86.5,Sotenäs,K
N15424,1427,2015,1,T,90.9,Sotenäs,K
N15424,1427,2016,1,K,82.4,Sotenäs,K
N15424,1427,2016,1,M,95,Sotenäs,K
N15424,1427,2016,1,T,91.1,Sotenäs,K
N15424,1427,2017,1,K,86,Sotenäs,K
N15424,1427,2017,1,M,73.6,Sotenäs,K
N15424,1427,2017,1,T,79.2,Sotenäs,K
N15424,1427,2018,1,K,85.4,Sotenäs,K
N15424,1427,2018,1,M,77.1,Sotenäs,K
N15424,1427,2018,1,T,81.6,Sotenäs,K
N15424,1427,2019,1,K,100,Sotenäs,K
N15424,1427,2019,1,M,78.4,Sotenäs,K
N15424,1427,2019,1,T,87.3,Sotenäs,K
N15424,1427,2020,1,K,100,Sotenäs,K
N15424,1427,2020,1,M,91.7,Sotenäs,K
